1.0145,1.045,-1
-0.98456,1.01,1
-1.0008,-1.0004,-1
-0.98678,-1.0454,-1
-0.9766,-1.0326,-1
0.97443,1.0293,-1
-1.0005,0.9742,1
-1.0017,0.99955,1
1.0419,1.0094,-1
-1.0238,0.99646,1
-1.022,-0.99921,-1
-1.0417,-0.9805,-1
-0.97597,1.0136,1
-0.9627,1.0086,1
-0.98026,0.98706,1
0.99096,0.99962,-1
0.96733,1.0086,-1
-0.99959,0.99233,1
1.0391,-1.0227,1
-0.99903,-1.0024,-1
-1.0034,1.0245,1
1.027,0.96597,-1
-1.0129,0.96639,1
0.99988,1.0312,-1
-1.0066,1.0312,1
-0.95836,0.99843,1
-0.97595,0.97542,1
0.98515,0.9966,-1
1.0093,0.97741,-1
1.0126,0.99643,-1
0.97379,1.0033,-1
0.97067,-1.0068,1
-0.99733,-1.004,-1
1.0008,-0.99102,1
0.99871,1.0012,-1
0.97203,0.96929,-1
1.0004,1.0029,-1
1.0156,-0.99238,1
-1.0173,-0.96178,-1
0.99966,0.99375,-1
1.0056,0.97917,-1
1.0232,-1.0325,1
-0.99849,-0.99734,-1
0.97619,1.0147,-1
-0.97848,1.0068,1
-1.0002,1.0011,1
1.0039,-0.96532,1
-0.99799,1.0021,1
0.96307,0.98147,-1
0.99713,0.99697,-1
-1.0305,1.0114,1
-1.0081,-1.0119,-1
-1.009,-1.0016,-1
0.95604,0.97864,-1
1.01,-1.0489,1
1.0306,-0.96726,1
1.0251,-1.037,1
-0.99938,-0.99813,-1
1.0199,1.0133,-1
0.96171,-1.0257,1
1.0291,1.0106,-1
1.0171,0.98937,-1
0.99663,0.95812,-1
-0.99787,1.0167,1
-0.99584,-1.0131,-1
0.98482,-1.0289,1
-1.0074,-1.0298,-1
1.0036,0.98929,-1
1.0392,0.9841,-1
0.97038,0.99223,-1
-1.0003,0.9993,1
-0.97733,-1.0122,-1
-1.0059,-0.99967,-1
0.9524,1.0042,-1
-0.99499,1.0369,1
-1.0021,-1.0136,-1
-0.99393,1.0266,1
0.99058,1.0076,-1
-0.97939,0.9682,1
0.97028,0.97582,-1
-0.96046,-0.97613,-1
1.0028,1.0218,-1
-0.95812,1.0156,1
1.0011,-0.99662,1
0.98374,0.99504,-1
-1.0267,1.0022,1
0.9836,-0.98333,1
0.97305,-0.9631,1
1.0175,1.0052,-1
1.0309,-1.0307,1
-0.98385,-0.95758,-1
1.0041,-0.9642,1
1.002,-0.9911,1
-0.9698,1.0124,1
-0.99868,-0.99267,-1
-1.0246,1.0387,1
-1.0054,1.0073,1
-0.98991,-1.0437,-1
-0.98323,-0.98736,-1
0.99094,0.96282,-1
-1.0179,-0.95805,-1
1.0005,0.99944,-1
1.0035,-0.9937,1
-1.0322,0.96329,1
0.97306,-1.0142,1
1.009,1.0212,-1
1,1.0117,-1
0.97828,0.97704,-1
-0.99097,1.0389,1
-1.0011,-1.0051,-1
-0.99796,1.0105,1
-1.0044,-1.0356,-1
0.96224,-1.0012,1
-1.0279,-0.98428,-1
-0.96465,0.98999,1
0.95592,-1.0227,1
0.96459,0.98882,-1
0.96945,0.98498,-1
-0.99121,0.98879,1
1.0345,-1.0343,1
-0.9956,-0.99193,-1
1.0003,0.99954,-1
1.0403,1.0132,-1
-0.98114,1.0074,1
0.98139,-1.0102,1
-1.0025,0.97069,1
-1.0341,-0.99184,-1
-0.99049,1.0149,1
1.0151,1.0329,-1
-1.0085,0.99511,1
-1.0122,1.0007,1
1.02,1.0077,-1
-1.0007,0.99945,1
-0.96788,1.032,1
0.95741,1.0127,-1
-1.0204,1.0155,1
1.0185,1.0272,-1
-0.99688,-1.0043,-1
-1.0319,-1.0311,-1
-0.99362,-1.0039,-1
-0.99525,-1.0014,-1
-0.97976,1.0189,1
-1.036,-0.98634,-1
1.0048,1.0014,-1
0.96407,1.0258,-1
-1.0057,1.048,1
-1.0004,-1.0037,-1
-1.0371,-0.99751,-1
-0.98958,1.0064,1
1.0105,0.97503,-1
-0.97167,1.0111,1
0.99157,-0.95207,1
0.97637,-0.98091,1
-1.0356,1.0243,1
1.0486,-1.0075,1
1.0084,0.98276,-1
-1.0044,-1.0308,-1
-0.96638,1.0194,1
-1.007,-1.0097,-1
1.0321,-1.0382,1
-0.99614,0.97495,1
0.97865,1.0135,-1
0.99324,-1.0129,1
0.96536,-1.021,1
0.99687,1.0033,-1
-1.0305,0.9891,1
0.95803,-0.9764,1
-1.0375,-1.0104,-1
0.97714,-1.0098,1
1.0098,-0.98666,1
-0.99752,-0.99964,-1
1.0025,1.0009,-1
0.98223,-1.017,1
-0.99495,-0.9988,-1
1.0161,1.0016,-1
1.0382,1.0012,-1
0.96789,1.0373,-1
-1.0033,0.99768,1
-0.9897,-1.0322,-1
1.008,-0.96116,1
1.0003,1.0007,-1
-1.0226,0.97848,1
-0.99928,1.0158,1
1.0169,1.0116,-1
-1.0039,-1.0389,-1
-1.0229,-0.99293,-1
0.99404,1.0313,-1
-1.0002,-1.0075,-1
0.9867,-0.99884,1
-0.98898,-0.99528,-1
1.0299,0.98348,-1
-0.98862,-0.98741,-1
-1.0255,-0.97248,-1
1.0189,1.0075,-1
-0.98189,-0.97857,-1
0.95379,0.9838,-1
-1.0041,-1.0094,-1
1.0028,-1.0206,1
-0.99927,-1.0024,-1
-1.0049,1.0015,1
