0.71705,0.8356,1
0.14532,0.75595,1
0.93841,0.4083,1
0.43658,0.93804,1
0.53884,0.20145,1
0.47142,0.37875,-1
0.42782,0.47161,-1
0.41817,0.5454,-1
0.1243,0.74911,1
0.22615,0.88523,1
0.94016,0.46625,1
0.50555,0.47666,-1
0.65731,0.25653,-1
0.90208,0.23569,1
0.17352,0.44731,1
0.74065,0.50365,-1
0.277,0.074129,1
0.55288,0.8998,1
0.48584,0.20003,1
0.59312,0.66989,-1
0.93347,0.4844,1
0.75975,0.9035,1
0.54793,0.15115,1
0.043648,0.34904,1
0.26435,0.8281,1
0.14622,0.58062,1
0.05826,0.30449,1
0.7717,0.13764,1
0.5936,0.45697,-1
0.35954,0.39128,-1
0.36266,0.41154,-1
0.3623,0.23154,1
0.6833,0.60987,-1
0.67157,0.21523,1
0.81764,0.80962,1
0.47161,0.48303,-1
0.41301,0.12808,1
0.50555,0.47666,-1
0.6972,0.35368,-1
0.35539,0.16137,1
0.30757,0.20163,1
0.26033,0.2267,1
0.46195,0.0080431,1
0.38407,0.58482,-1
0.45756,0.28026,-1
0.36461,0.71626,-1
0.26435,0.8281,1
0.60564,0.82959,1
0.67644,0.74387,1
0.88489,0.53776,1
0.1897,0.47471,1
0.34802,0.41932,-1
0.6349,0.84472,1
0.57674,0.12552,1
0.7643,0.69612,1
0.23927,0.69401,1
0.7643,0.69612,1
0.38196,0.75468,-1
0.7737,0.88667,1
0.83453,0.8333,1
0.46872,0.78698,-1
0.3623,0.23154,1
0.69753,0.47791,-1
0.69812,0.22933,1
0.75298,0.63085,-1
0.82555,0.61596,1
0.50819,0.43642,-1
0.34802,0.41932,-1
0.1897,0.47471,1
0.59819,0.43756,-1
0.41301,0.12808,1
0.79399,0.5263,-1
0.78351,0.26673,1
0.21882,0.15596,1
0.78154,0.5306,-1
0.10168,0.60817,1
0.53939,0.41704,-1
0.35014,0.2294,1
0.29246,0.92888,1
0.74065,0.50365,-1
0.65186,0.9223,1
0.20746,0.70818,1
0.9005,0.39867,1
0.52255,0.7316,-1
0.67644,0.74387,1
0.72012,0.2446,1
0.1597,0.82334,1
0.66721,0.39716,-1
0.42782,0.47161,-1
0.052973,0.53397,1
0.88489,0.53776,1
0.53939,0.41704,-1
0.31468,0.23522,1
0.052973,0.53397,1
0.65186,0.9223,1
0.4967,0.9724,1
0.54777,0.57664,-1
0.31468,0.23522,1
0.10168,0.60817,1
0.6908,0.17856,1
0.32933,0.86044,1
0.44773,0.31942,-1
0.36266,0.41154,-1
0.36435,0.85474,1
0.21882,0.15596,1
0.22615,0.88523,1
0.3248,0.59095,-1
0.54024,0.50081,-1
0.83706,0.32348,1
0.67157,0.21523,1
0.71381,0.91569,1
0.61889,0.71572,-1
0.9831,0.52656,1
0.23689,0.62731,-1
0.66543,0.26815,-1
0.76717,0.92032,1
0.48435,0.21298,-1
0.09263,0.5328,1
0.67157,0.21523,1
0.38196,0.75468,-1
0.7717,0.13764,1
0.5178,0.29334,-1
0.45239,0.82347,1
0.56138,0.066185,1
0.030296,0.42055,1
0.071642,0.33965,1
0.33272,0.42292,-1
0.22615,0.88523,1
0.16024,0.57231,1
0.57995,0.082143,1
0.32618,0.76892,1
0.81074,0.80754,1
0.036832,0.33767,1
0.59819,0.43756,-1
0.14691,0.69619,1
0.6715,0.25252,1
0.65186,0.9223,1
0.59312,0.66989,-1
