0.73099,1.1463,-1.2626,1
-0.45002,-0.79261,0.74701,1
0.99508,1.084,-0.79332,1
0.52002,1.2706,-1.301,1
0.83114,-0.9798,0.82781,-1
1.0444,0.84143,-1.279,1
0.93832,-0.64226,-0.70263,-1
-1.0304,-0.88283,-1.4927,1
-1.2253,-0.78796,0.66862,1
0.97216,1.0293,-0.90743,1
-0.99948,-1.0014,1.0433,1
-0.97067,0.97789,1.0078,1
1.2728,1.2575,1.4014,-1
-0.93959,1.1171,0.99706,1
1.1944,-1.5183,-0.90889,-1
0.62132,-1.5032,-1.0001,-1
0.97697,0.90672,0.8368,-1
-0.98749,-1.0129,-1.0866,1
-1.0014,-1.0029,1.1306,1
1.0393,-1.1678,0.55705,-1
-1.2604,-0.61549,-1.1111,1
-1.2171,1.2487,1.404,1
1.3106,0.83722,-1.2581,1
-0.99449,0.988,1.2864,1
1.0014,1.0034,-0.65097,1
-1.0236,-1.0009,-0.60335,1
0.97824,1.0819,0.79896,-1
-1.0102,-0.97616,1.0215,1
-1.2171,0.97546,-0.74224,1
1.3685,-1.1467,-0.49156,-1
-0.9451,-0.89588,0.64484,1
1.1342,0.69223,0.58636,-1
1.0081,-0.99925,1.0378,-1
-0.9119,-1.31,-0.71216,1
-1.2528,-1.2096,1.5457,1
0.96872,1.0036,0.87563,-1
-1.0042,-0.96885,-1.0426,1
1.0022,1.017,-0.99857,1
1.1133,-0.77717,-0.66448,-1
1.0164,-1.1147,1.0008,-1
-1.0953,1.0534,1.1068,1
1.4716,1.4431,-1.0774,1
0.93882,-0.95242,1.0796,-1
1.2569,0.87795,-0.42169,1
0.99643,0.89394,0.83653,-1
-0.86099,1.1268,0.60316,1
-0.80198,1.07,-1.4387,1
0.95531,1.069,0.45649,-1
-1.0196,0.72124,-0.82677,1
-0.9567,1.0547,-1.0128,1
0.79208,0.74003,1.2041,-1
1.0375,-1.0998,0.93788,-1
-0.99684,-0.98442,1.0261,1
-0.9557,1.0928,-1.0632,1
-0.93922,-0.58592,-0.85697,1
0.83154,-1.4442,-1.4379,-1
-1.2117,1.0176,1.0211,1
0.9217,1.1359,-0.88885,1
1.413,-0.63357,0.97127,-1
