0.99941,-1.0007,1
-0.99501,1.0201,1
1.0057,0.98668,1
-0.9801,-1.0187,-1
1.0025,0.99589,1
0.97311,-1.0292,1
-1.0404,1.009,1
1.0061,-0.97564,1
-1.0206,-0.9604,-1
-1.0295,0.98308,1
1.0237,-1.011,1
1.0349,-0.98932,1
-1.0133,-0.98793,-1
-0.99252,1.0166,1
0.99795,1.0112,1
1.0065,-1.0053,1
0.985,-1.0074,1
-1.0109,-0.99888,-1
-0.97646,-0.9721,-1
1.0017,-0.96766,1
-1.0016,1.0035,1
0.99615,-0.99378,1
1.0085,1.0221,1
1.0139,-0.99428,1
0.99969,-0.99918,1
0.99672,0.99698,1
-0.99977,0.99839,1
1.0059,-1.0215,1
-0.99694,0.99835,1
-1.013,0.99893,1
-0.97605,0.995,1
-1.0459,-1.0107,-1
-1.0125,0.99755,1
0.97519,-1.0211,1
1.0111,-1.0099,1
0.98858,-1.0128,1
1.0333,1.0065,1
0.99121,1.0026,1
0.99914,-1.0028,1
1.023,1.0227,1
-0.99524,-1.0014,-1
-1.0003,1.0134,1
-1.0182,0.96601,1
-1.0247,0.95841,1
-0.95782,1.0057,1
1.0354,-0.96834,1
-1.0285,1.0043,1
0.95339,-1.0165,1
1.0008,0.97185,1
-0.98781,-0.98899,-1
-0.95384,-1.0112,-1
0.974,-0.96915,1
-0.95126,-0.99352,-1
-0.9886,0.9805,1
-1.0188,-1.0378,-1
0.98368,1.0104,1
0.98347,-0.9975,1
-1.0367,0.97326,1
0.99883,0.98174,1
-0.98636,0.98714,1
-0.99642,-0.98041,-1
-0.9897,1.0092,1
-0.96468,1.0062,1
-1.0389,-0.98064,-1
0.99551,-1.0016,1
-1.002,-1.0056,-1
1,1.0062,1
-1.0013,0.99972,1
0.99814,-1.0056,1
0.99446,1.0025,1
-1.0459,1.0014,1
-1.005,1.0276,1
-1.0003,-1.0067,-1
-0.99705,1.001,1
0.95321,0.98389,1
-0.96283,0.98068,1
-1.0001,-1.0148,-1
0.9753,-0.96444,1
0.99785,1.0238,1
-0.96896,1.0337,1
-1.0256,-0.99202,-1
-0.97316,1.0017,1
-0.99403,1.0044,1
-1.0022,-1.035,-1
-1.0192,1.0021,1
0.99219,-1.0375,1
0.9864,-1.0071,1
0.99521,-0.99448,1
-0.99187,-0.9986,-1
-1.0019,-0.99793,-1
-1.0056,1.0466,1
-1.0259,1.0289,1
0.96831,-0.97022,1
-1.0144,-1.0253,-1
1.0224,1.0238,1
0.99093,1.0011,1
-1.0267,0.99961,1
-1.012,-1.0153,-1
1.0354,-1.0193,1
1.0002,-1.0035,1
-1.0055,-1.0331,-1
-0.98264,0.97818,1
0.99876,0.95586,1
1.0152,-0.98375,1
1.0115,-1.0099,1
-0.98966,0.98687,1
-1.014,-0.9809,-1
-1.003,0.99059,1
-0.97303,1.0315,1
-1.0017,0.99952,1
1.0132,-1.0176,1
0.99342,1.0094,1
-1.0013,1.0286,1
-0.98647,1.0363,1
-0.99538,-1.0005,-1
1.0037,-0.96932,1
-0.9993,-0.9965,-1
-0.99926,0.98165,1
0.96259,1.0258,1
-1.023,1.0259,1
-0.97219,-0.97741,-1
0.99194,0.97023,1
1.0278,0.96683,1
1.0387,1.0212,1
0.96234,0.98513,1
1.0169,-0.96063,1
0.99972,-1.0016,1
1.0025,-1.0227,1
-0.99053,1.0023,1
1.0001,0.99286,1
0.96946,-1.0239,1
1.0023,0.99949,1
1.0027,-1.0405,1
-1.0103,-1.0093,-1
1.0206,1.0003,1
-1.0017,0.9755,1
-0.99276,0.98133,1
1.0378,-0.99073,1
-1.0114,-0.9909,-1
1.0282,-1.0313,1
-1.0201,0.99287,1
-1.0123,1.0151,1
1.0411,0.98835,1
1.0082,-1.0001,1
-1.0414,1.0133,1
1.0161,-0.99669,1
-0.95129,-0.99689,-1
0.9881,1.0021,1
0.99712,-0.95957,1
1.0077,0.99403,1
-0.98609,1.0315,1
0.95735,0.97989,1
1.0151,1.0416,1
-0.97112,1.0208,1
0.99312,0.99997,1
1.0353,-0.97544,1
-1.009,0.99711,1
1.0106,0.97931,1
1.004,-1.0077,1
1.0346,0.99465,1
0.99398,-1.0014,1
0.9923,-0.9969,1
-1.002,0.99923,1
-0.97931,1.0302,1
1.0342,1.0007,1
1.0131,1.0123,1
0.95503,-0.9867,1
-0.96248,0.97626,1
-0.99126,0.98759,1
-0.99491,0.99743,1
0.98723,1.0063,1
1.0362,-1.0049,1
1.0185,1.0147,1
-1.0034,0.96209,1
-1.0244,-1.031,-1
0.95635,1.0243,1
-1.0472,-1.0125,-1
0.99107,-1.0107,1
0.9744,0.99303,1
-1.0008,1.0003,1
-0.96556,0.97573,1
0.96587,0.97871,1
1.0498,0.99667,1
-1.0315,1.0215,1
0.99557,-0.98064,1
-0.9825,1.0101,1
0.99998,-1.0003,1
1.0026,-0.98758,1
-1.0276,1.0249,1
-0.97595,-0.98661,-1
-0.99253,-0.99676,-1
1.001,-1.0006,1
1.0267,-1.031,1
1.0057,-1.0006,1
1.0137,1.0009,1
-0.99729,-1.0129,-1
0.98945,-0.98942,1
-1.0098,-0.97711,-1
-0.98299,0.99649,1
-1.0396,1.0113,1
-0.96653,-1.0129,-1
-1.0016,-0.98296,-1
0.99717,-1.0002,1
-0.95911,0.973,1
0.97677,1.0243,1
-0.97982,-1.013,-1
1.0152,1.0147,1
1.0307,-1.006,1
0.99832,-1.0013,1
-1.0365,-0.99304,-1
0.97753,-0.9746,1
-1.0079,-1.003,-1
-1.0149,-1.003,-1
-1.0056,0.9876,1
-0.95644,1.0097,1
1.0233,1.0238,1
0.98211,-0.96722,1
0.9606,-1.0141,1
-1.0176,1.0344,1
-0.98928,-0.99609,-1
0.99791,-1.0072,1
-1.0026,1.0019,1
-0.99279,-1.0217,-1
0.98775,1.0282,1
1.0193,0.97526,1
1.0014,0.99886,1
-0.96117,1.003,1
0.99706,-0.96167,1
-1.0183,0.99527,1
0.98905,-1.0038,1
-1.0205,-0.97897,-1
-0.95449,-1.0142,-1
0.99477,-1.0064,1
-0.96042,1.0251,1
-1.0114,-0.99454,-1
0.98966,0.97631,1
0.99377,1.0032,1
0.98067,1.0336,1
1.017,1.017,1
-1.0003,0.99281,1
-0.99308,1.0004,1
0.99408,-1.0268,1
-1.0107,1.0092,1
1.0055,-0.99273,1
-1.0041,1.0018,1
1.007,1.0016,1
-1.0212,-1.0017,-1
1.0003,-1.0075,1
0.99699,-0.95088,1
1.0361,-1.0026,1
