-0.90809,1.0026,-0.97766,1
1.0399,0.94302,-0.99272,1
-0.98341,0.95374,1.0483,1
-0.9966,0.92313,-0.95184,1
1,1,1.0003,-1
-1.0611,0.99112,-0.93883,1
0.97283,-1.0146,1.0678,-1
1.0079,-1.0129,0.98038,-1
0.97537,-1.0198,-1.0401,-1
1.0041,-0.9661,0.93342,-1
-0.99669,-0.9931,-1.0514,1
1.0314,1.0183,-1.0066,1
-0.94242,1.0571,1.0063,1
-1.0005,-0.99227,0.99265,1
0.99993,1.0005,-1.0017,1
1.0097,-1.0581,1.0112,-1
1,-1,-0.99985,-1
-0.9738,1.0452,-1.0246,1
-1.0289,1.0363,-1.0301,1
-1.0056,-1.0072,-0.97734,1
-1.0203,0.9507,-0.96017,1
-0.99238,-1.011,-0.94761,1
1.0746,1.0011,-0.95866,1
-0.99422,0.99702,0.99862,1
-0.99647,-0.99579,1.0126,1
0.99159,1.0036,1.066,-1
1.0265,-1.0198,1.0375,-1
-1.0214,-1.0624,-0.98569,1
1.0002,-1.0018,0.99619,-1
-1.0003,-0.99826,-0.99673,1
0.98836,0.99104,-1.0612,1
-0.93888,-1.0208,1.0324,1
1.0021,0.99779,-0.99955,1
-0.97359,1.0129,-0.98091,1
1.0124,-1.0129,1.0983,-1
-0.97448,0.94192,-1.0657,1
-0.98843,-0.99725,-1.0963,1
-0.9643,0.96528,0.97542,1
0.99046,1.0151,-0.99663,1
1.0615,1.002,1.0773,-1
0.99826,0.9893,-0.98742,1
-0.94281,0.9631,-0.97677,1
0.98418,-0.9952,0.92306,-1
-1.0257,0.99934,-1.019,1
1.0256,-0.9599,-0.94375,-1
0.98689,0.9928,-0.95233,1
-1.0734,1.0276,-0.95401,1
-1.0105,-1.01,-1.068,1
-0.99548,-1.0092,1.0127,1
-1.0333,0.92696,0.98645,1
1.0761,1.0248,-1.0203,1
-1.0373,-1.0179,1.0402,1
-1.0598,1.0527,-0.97675,1
0.98084,-1.0287,1.0613,-1
1.0049,-0.98547,-0.98457,-1
-1.0129,-0.90547,-0.97757,1
0.94499,1.01,-0.91728,1
0.9711,0.99972,1.0104,-1
1.0377,-0.98771,-0.92173,-1
-1.0378,1.0805,0.98904,1
-0.99809,1.0048,-0.98918,1
1.0088,1.0076,0.97945,-1
-1.0039,1.0026,-1.0331,1
0.99961,-1.0053,-0.97572,-1
0.95775,-0.97422,-0.97021,-1
-1.0627,-0.9707,-1.0516,1
1.0559,-0.98182,0.92346,-1
1.0008,0.99486,0.96086,-1
0.99698,-1.0028,-1.0108,-1
-0.99614,1.0027,0.94702,1
0.92846,-0.99079,-1.0322,-1
-1.0002,-1.0141,1,1
0.99636,0.97635,0.97976,-1
0.99328,-0.99859,1.089,-1
1,-0.99665,1.0111,-1
0.99938,1.0001,0.99996,-1
-0.93672,1.0299,-1.0311,1
-0.99959,-1.045,1.0534,1
-0.99899,-0.99674,-0.9956,1
-1.045,-0.99325,0.99988,1
-1,0.99998,1.0501,1
0.99727,0.99786,1.0005,-1
-1.0105,0.99191,-0.95929,1
-1.0218,-0.99227,-1.0189,1
0.94642,0.93612,-0.98869,1
-1.0425,-0.96588,-1.0757,1
1.0192,1.0251,-1.0147,1
-1.0022,1.0003,1.0004,1
-0.98067,1.0069,0.9034,1
1.0114,-0.9937,0.91892,-1
0.98184,-1.005,-1.0934,-1
-1.0055,1.0394,0.99224,1
-0.99055,-1.0111,1.0139,1
1.0089,0.9691,0.96823,-1
1.0116,1.0027,1.0341,-1
0.95897,-0.98455,-0.99421,-1
-0.99831,-1.0254,0.98487,1
0.98887,1.0227,-0.98135,1
-1.0116,1.0113,1.0171,1
1,-1.0078,1.0082,-1
0.99272,0.99855,1.0845,-1
1.0027,-0.96321,0.9252,-1
1.0691,-1.0383,-1.0337,-1
-0.98795,-1.0142,-0.92588,1
1.0121,-1.0139,-0.9371,-1
1.0243,1.0259,-0.93045,1
0.97709,-0.9773,1.0033,-1
0.91422,-1.0339,0.96978,-1
0.98202,-1.0767,1.054,-1
-1.0343,-1.0391,0.94586,1
1.0546,0.99965,0.97013,-1
-0.99547,-0.97812,1.0853,1
-0.99378,1.001,-0.91106,1
-1.0405,-1.0604,-0.95645,1
1.065,-1.0395,-1.0238,-1
-0.99352,1.0097,-1.0252,1
-0.98505,1.0473,1.0664,1
-0.97627,-1.0065,0.97991,1
-0.97107,1.0129,1.0046,1
1.0337,0.95827,-0.99794,1
1.01,-0.9936,1.0336,-1
1.0109,0.97842,-1.0024,1
-1.0001,0.99984,-1.0198,1
-1.004,-0.99444,-1.0144,1
0.98042,0.98193,-1.0861,1
-1.0052,-1.0166,1.0909,1
1.0023,0.99434,-0.97076,1
0.99932,0.96948,-0.98388,1
-0.91793,0.97938,0.94808,1
-1.0451,-1.0061,1.0197,1
0.97776,-1.0295,1.0291,-1
-0.95358,-1.0081,0.91865,1
0.99402,-0.99399,1.0277,-1
0.94939,-1.0154,-0.93364,-1
1.0521,-1.0803,0.99763,-1
-1.041,1.0069,-0.91006,1
-1.009,-1.0016,-0.96856,1
0.94,1.0269,-0.9741,1
-1.0477,0.96863,-0.92548,1
0.98218,1.0453,0.98512,-1
1.0143,0.99402,0.99995,-1
0.98416,-0.98713,0.93258,-1
0.99623,0.94619,-0.96163,1
-0.99592,-1.0006,-0.99178,1
-1.0347,-1.031,0.96019,1
-1.0359,-0.99766,1.0276,1
-0.99897,0.99968,-0.98946,1
-0.93726,0.99959,0.98538,1
-1.0255,-1.0276,-1.0901,1
0.99177,-1.0332,0.99929,-1
0.9282,0.94364,-0.96849,1
0.99343,0.98747,0.91689,-1
-1.068,0.98991,-0.9843,1
-0.98038,-1.0495,-0.96451,1
-1.0219,-1.017,-1.002,1
1.0078,1.0062,-1.0063,1
-0.99241,-0.96651,-1.0075,1
1.0026,0.99506,1.0211,-1
1.0124,-1.007,-1.0096,-1
-1.0265,-0.98409,-1.0246,1
1.0178,0.95164,1.0077,-1
-1.0021,0.99905,-0.9298,1
-0.99821,-1.0067,0.9493,1
0.98717,0.95267,-1.021,1
-0.99866,0.93934,1.0674,1
1.0196,0.97886,-0.97467,1
1.0075,-1.0392,-1.0169,-1
-1.0073,1.0017,1.01,1
-0.99856,0.99744,-0.9939,1
-0.98216,1.0088,1.0021,1
-0.9994,1.0003,1.0214,1
0.97379,-0.94491,-1.0077,-1
0.99066,0.99896,-1.0116,1
1.0032,-0.99604,-1.0537,-1
0.98652,-1.0452,0.94957,-1
-0.98021,1.0939,0.97877,1
-1.0487,1.0329,-0.99542,1
1.0094,-1.0085,-1.0337,-1
-1.0106,0.99721,-1.026,1
1.0783,0.95825,-0.99469,1
-0.97542,1.011,-1.0122,1
-0.97874,-0.93983,1.0496,1
0.96251,-1.0337,0.99297,-1
0.97015,0.96933,1.0558,-1
-0.99514,0.98438,-0.98822,1
1.0086,1.0141,-1.0003,1
0.98367,0.99104,1.0411,-1
